path,label
cls_dataset/images/202308896__0020.png,2
cls_dataset/images/202308896__0021.png,2
cls_dataset/images/202308896__0022.png,0
cls_dataset/images/202308896__0023.png,0
cls_dataset/images/202308896__0024.png,3
cls_dataset/images/202308896__0025.png,0
cls_dataset/images/202308896__0026.png,2
cls_dataset/images/202308896__0027.png,1
cls_dataset/images/202308896__0029.png,1
cls_dataset/images/202308896__0030.png,0
cls_dataset/images/202308896__0031.png,0
cls_dataset/images/202308896__0032.png,0
cls_dataset/images/202308896__0033.png,1
cls_dataset/images/202308896__0035.png,1
cls_dataset/images/202308896__0041.png,0
cls_dataset/images/202308896__0042.png,0
cls_dataset/images/202308896__0043.png,0
cls_dataset/images/202308896_2__0001.png,0
cls_dataset/images/202308896_2__0002.png,0
cls_dataset/images/202308896_2__0003.png,0
cls_dataset/images/202308896_2__0004.png,0
cls_dataset/images/202308896_2__0005.png,0
cls_dataset/images/202308896_2__0006.png,0
cls_dataset/images/202308896_2__0007.png,0
cls_dataset/images/202308896_2__0008.png,0
cls_dataset/images/202308896_2__0009.png,0
cls_dataset/images/202308896_2__0010.png,0
cls_dataset/images/202308896_2__0012.png,0
cls_dataset/images/202308896_2__0013.png,0
cls_dataset/images/202308896_2__0014.png,2
cls_dataset/images/202308896_2__0015.png,0
cls_dataset/images/202308896_2__0016.png,0
cls_dataset/images/202308896_2__0017.png,0
cls_dataset/images/202308896_2__0018.png,0
cls_dataset/images/202308896_2__0019.png,0
cls_dataset/images/202308896_2__0020.png,0
cls_dataset/images/202308896_2__0021.png,0
cls_dataset/images/202308896_2__0022.png,2
cls_dataset/images/202308896_2__0023.png,0
cls_dataset/images/202308896_2__0024.png,2
cls_dataset/images/202308896_2__0028.png,2
cls_dataset/images/202308896_2__0029.png,1
cls_dataset/images/202308896_2__0030.png,0
cls_dataset/images/202308896_2__0031.png,1
cls_dataset/images/202308896_2__0033.png,0
cls_dataset/images/202308896_2__0034.png,1
cls_dataset/images/202308896_2__0035.png,1
cls_dataset/images/202308896_2__0036.png,0
cls_dataset/images/202308896_2__0037.png,0
cls_dataset/images/202308896_2__0038.png,0
cls_dataset/images/202308896_2__0039.png,0
cls_dataset/images/202308896_2__0041.png,0
cls_dataset/images/202308896_2__0042.png,0
cls_dataset/images/202308896_3__0002.png,0
cls_dataset/images/202308896_3__0003.png,0
cls_dataset/images/202308896_3__0004.png,0
cls_dataset/images/202308896_3__0005.png,0
cls_dataset/images/202308896_3__0006.png,0
cls_dataset/images/202308896_3__0007.png,0
cls_dataset/images/202308896_3__0008.png,0
cls_dataset/images/202308896_3__0009.png,0
cls_dataset/images/202308896_3__0010.png,0
cls_dataset/images/202308896_3__0011.png,0
cls_dataset/images/202308896_3__0012.png,0
cls_dataset/images/202308896_3__0013.png,0
cls_dataset/images/202308896_3__0014.png,2
cls_dataset/images/202308896_3__0015.png,0
cls_dataset/images/202308896_3__0016.png,0
cls_dataset/images/202308896_3__0017.png,2
cls_dataset/images/202308896_3__0018.png,0
cls_dataset/images/202308896_3__0019.png,0
cls_dataset/images/202308896_3__0020.png,0
cls_dataset/images/202308896_3__0021.png,0
cls_dataset/images/202308896_3__0022.png,0
cls_dataset/images/202308896_3__0023.png,0
cls_dataset/images/202308896_3__0026.png,0
cls_dataset/images/202308896_3__0027.png,0
cls_dataset/images/202308896_3__0028.png,0
cls_dataset/images/202308896_3__0030.png,2
cls_dataset/images/202308896_3__0033.png,0
cls_dataset/images/202308896_3__0034.png,0
cls_dataset/images/202308896_3__0039.png,3
cls_dataset/images/202308896_3__0040.png,1
cls_dataset/images/202308896_3__0041.png,0
cls_dataset/images/202308896_3__0042.png,1
cls_dataset/images/202308896_3__0043.png,3
cls_dataset/images/202308896_3__0045.png,0
cls_dataset/images/202308896_3__0046.png,1
cls_dataset/images/202308896_3__0047.png,1
cls_dataset/images/202308896_3__0048.png,1
cls_dataset/images/202308896_3__0049.png,1
cls_dataset/images/202308896_3__0051.png,0
cls_dataset/images/202308896_3__0052.png,0
cls_dataset/images/202308896_3__0053.png,0
cls_dataset/images/202308896_3__0054.png,0
cls_dataset/images/202308896_3__0055.png,0
cls_dataset/images/202308896_4__0000.png,0
cls_dataset/images/202308896_4__0001.png,0
cls_dataset/images/202308896_4__0002.png,0
cls_dataset/images/202308896_4__0003.png,0
cls_dataset/images/202308896_4__0004.png,0
cls_dataset/images/202308896_4__0005.png,0
cls_dataset/images/202308896_4__0006.png,0
cls_dataset/images/202308896_4__0007.png,0
cls_dataset/images/202308896_4__0008.png,0
cls_dataset/images/202308896_4__0009.png,0
cls_dataset/images/202308896_4__0010.png,0
cls_dataset/images/202308896_4__0011.png,0
cls_dataset/images/202308896_4__0012.png,0
cls_dataset/images/202308896_4__0013.png,0
cls_dataset/images/202308896_4__0014.png,0
cls_dataset/images/202308896_4__0016.png,0
cls_dataset/images/202308896_4__0017.png,0
cls_dataset/images/202308896_4__0018.png,0
cls_dataset/images/202308896_4__0020.png,0
cls_dataset/images/202308896_4__0021.png,0
cls_dataset/images/202308896_4__0022.png,0
cls_dataset/images/202308896_4__0023.png,0
cls_dataset/images/202308896_4__0024.png,1
cls_dataset/images/202308896_4__0025.png,3
cls_dataset/images/202308896_4__0026.png,1
cls_dataset/images/202308896_4__0027.png,1
cls_dataset/images/202308896_4__0028.png,1
cls_dataset/images/202308896_4__0029.png,1
cls_dataset/images/202308896_4__0030.png,1
cls_dataset/images/202308896_4__0034.png,1
cls_dataset/images/202308896_4__0035.png,1
cls_dataset/images/202308896_4__0036.png,0
cls_dataset/images/202308896_4__0037.png,0
cls_dataset/images/202308896_4__0038.png,0
cls_dataset/images/202308941__0004.png,0
cls_dataset/images/202308941__0005.png,0
cls_dataset/images/202308941__0006.png,0
cls_dataset/images/202308941__0007.png,0
cls_dataset/images/202308941__0009.png,0
cls_dataset/images/202308941__0010.png,0
cls_dataset/images/202308941__0011.png,0
cls_dataset/images/202308941__0012.png,2
cls_dataset/images/202308941__0013.png,0
cls_dataset/images/202308941__0014.png,0
cls_dataset/images/202308941__0015.png,0
cls_dataset/images/202308941__0016.png,0
cls_dataset/images/202308941__0017.png,0
cls_dataset/images/202308941__0018.png,0
cls_dataset/images/202308941__0020.png,0
cls_dataset/images/202308941__0021.png,2
cls_dataset/images/202308941__0022.png,0
cls_dataset/images/202308941__0023.png,0
cls_dataset/images/202308941__0025.png,2
cls_dataset/images/202308941__0026.png,0
cls_dataset/images/202308941__0027.png,0
cls_dataset/images/202308941__0028.png,0
cls_dataset/images/202308941__0029.png,2
cls_dataset/images/202308941__0030.png,0
cls_dataset/images/202308941__0031.png,0
cls_dataset/images/202308941__0032.png,1
cls_dataset/images/202308941__0033.png,1
cls_dataset/images/202308941__0034.png,0
cls_dataset/images/202308941__0037.png,1
cls_dataset/images/202308941__0039.png,0
cls_dataset/images/202308941__0040.png,0
cls_dataset/images/202308941__0042.png,0
cls_dataset/images/202308941_2__0000.png,0
cls_dataset/images/202308941_2__0001.png,0
cls_dataset/images/202308941_2__0002.png,0
cls_dataset/images/202308941_2__0003.png,0
cls_dataset/images/202308941_2__0004.png,0
cls_dataset/images/202308941_2__0005.png,0
cls_dataset/images/202308941_2__0006.png,0
cls_dataset/images/202308941_2__0007.png,0
cls_dataset/images/202308941_2__0008.png,0
cls_dataset/images/202308941_2__0009.png,0
cls_dataset/images/202308941_2__0010.png,0
cls_dataset/images/202308941_2__0011.png,0
cls_dataset/images/202308941_2__0012.png,0
cls_dataset/images/202308941_2__0013.png,0
cls_dataset/images/202308941_2__0014.png,0
cls_dataset/images/202308941_2__0015.png,0
cls_dataset/images/202308941_2__0016.png,0
cls_dataset/images/202308941_2__0017.png,2
cls_dataset/images/202308941_2__0018.png,0
cls_dataset/images/202308941_2__0019.png,2
cls_dataset/images/202308941_2__0020.png,0
cls_dataset/images/202308941_2__0021.png,2
cls_dataset/images/202308941_2__0022.png,0
cls_dataset/images/202308941_2__0023.png,0
cls_dataset/images/202308941_2__0025.png,0
cls_dataset/images/202308941_2__0026.png,0
cls_dataset/images/202308941_2__0027.png,0
cls_dataset/images/202308941_2__0028.png,0
cls_dataset/images/202308941_2__0029.png,3
cls_dataset/images/202308941_2__0030.png,1
cls_dataset/images/202308941_2__0031.png,0
cls_dataset/images/202308941_2__0032.png,1
cls_dataset/images/202308941_2__0033.png,1
cls_dataset/images/202308941_2__0034.png,0
cls_dataset/images/202308941_2__0035.png,0
cls_dataset/images/202308941_2__0036.png,0
cls_dataset/images/202308941_2__0037.png,0
cls_dataset/images/202308941_3__0000.png,0
cls_dataset/images/202308941_3__0001.png,0
cls_dataset/images/202308941_3__0002.png,0
cls_dataset/images/202308941_3__0003.png,0
cls_dataset/images/202308941_3__0004.png,0
cls_dataset/images/202308941_3__0005.png,0
cls_dataset/images/202308941_3__0006.png,0
cls_dataset/images/202308941_3__0007.png,0
cls_dataset/images/202308941_3__0008.png,0
cls_dataset/images/202308941_3__0009.png,0
cls_dataset/images/202308941_3__0010.png,0
cls_dataset/images/202308941_3__0011.png,0
cls_dataset/images/202308941_3__0012.png,0
cls_dataset/images/202308941_3__0014.png,0
cls_dataset/images/202308941_3__0015.png,3
cls_dataset/images/202308941_3__0016.png,0
cls_dataset/images/202308941_3__0017.png,3
cls_dataset/images/202308941_3__0019.png,0
cls_dataset/images/202308941_3__0020.png,0
cls_dataset/images/202308941_3__0021.png,0
cls_dataset/images/202308941_3__0022.png,1
cls_dataset/images/202308941_3__0023.png,0
cls_dataset/images/202308941_3__0024.png,0
cls_dataset/images/202308941_3__0025.png,3
cls_dataset/images/202308941_3__0026.png,3
cls_dataset/images/202308941_3__0027.png,0
cls_dataset/images/202308941_3__0028.png,1
cls_dataset/images/202308941_3__0029.png,0
cls_dataset/images/202308941_4__0001.png,0
cls_dataset/images/202308941_4__0002.png,0
cls_dataset/images/202308941_4__0003.png,0
cls_dataset/images/202308941_4__0004.png,0
cls_dataset/images/202308941_4__0005.png,0
cls_dataset/images/202308941_4__0006.png,0
cls_dataset/images/202308941_4__0007.png,0
cls_dataset/images/202308941_4__0008.png,0
cls_dataset/images/202308941_4__0009.png,0
cls_dataset/images/202308941_4__0010.png,0
cls_dataset/images/202308941_4__0011.png,0
cls_dataset/images/202308941_4__0012.png,0
cls_dataset/images/202308941_4__0013.png,0
cls_dataset/images/202308941_4__0014.png,0
cls_dataset/images/202308941_4__0015.png,0
cls_dataset/images/202308941_4__0016.png,0
cls_dataset/images/202308941_4__0017.png,0
cls_dataset/images/202308941_4__0018.png,0
cls_dataset/images/202308941_4__0019.png,0
cls_dataset/images/202308941_4__0020.png,0
cls_dataset/images/202308941_4__0021.png,0
cls_dataset/images/202308941_4__0022.png,0
cls_dataset/images/202308941_4__0023.png,0
cls_dataset/images/202308941_4__0024.png,0
cls_dataset/images/202308941_4__0025.png,0
cls_dataset/images/202308941_4__0026.png,0
cls_dataset/images/202308941_4__0027.png,0
cls_dataset/images/202308941_4__0028.png,0
cls_dataset/images/202308941_4__0029.png,0
cls_dataset/images/202308941_4__0030.png,0
cls_dataset/images/202308941_4__0031.png,0
cls_dataset/images/202308941_4__0032.png,0
cls_dataset/images/202308941_4__0033.png,3
cls_dataset/images/202308941_4__0034.png,0
cls_dataset/images/202308941_4__0036.png,1
cls_dataset/images/202308941_4__0037.png,1
cls_dataset/images/202308941_4__0038.png,1
cls_dataset/images/202308941_4__0040.png,1
cls_dataset/images/202309626__0000.png,0
cls_dataset/images/202309626__0001.png,0
cls_dataset/images/202309626__0002.png,0
cls_dataset/images/202309626__0003.png,0
cls_dataset/images/202309626__0004.png,0
cls_dataset/images/202309626__0005.png,0
cls_dataset/images/202309626__0006.png,0
cls_dataset/images/202309626__0007.png,0
cls_dataset/images/202309626__0008.png,0
cls_dataset/images/202309626__0009.png,0
cls_dataset/images/202309626__0010.png,0
cls_dataset/images/202309626__0011.png,0
cls_dataset/images/202309626__0012.png,0
cls_dataset/images/202309626__0013.png,0
cls_dataset/images/202309626__0014.png,0
cls_dataset/images/202309626__0015.png,0
cls_dataset/images/202309626__0016.png,0
cls_dataset/images/202309626__0017.png,0
cls_dataset/images/202309626__0018.png,0
cls_dataset/images/202309626__0019.png,0
cls_dataset/images/202309626__0020.png,0
cls_dataset/images/202309626__0021.png,0
cls_dataset/images/202309626__0022.png,0
cls_dataset/images/202309626__0023.png,0
cls_dataset/images/202309626__0024.png,0
cls_dataset/images/202309626__0025.png,0
cls_dataset/images/202309626__0026.png,0
cls_dataset/images/202309626__0027.png,0
cls_dataset/images/202309626__0028.png,0
cls_dataset/images/202309626__0029.png,0
cls_dataset/images/202309626__0030.png,0
cls_dataset/images/202309626__0031.png,0
cls_dataset/images/202309626__0032.png,0
cls_dataset/images/202309626__0033.png,0
cls_dataset/images/202309626__0034.png,0
cls_dataset/images/202309626__0035.png,0
cls_dataset/images/202309626__0036.png,0
cls_dataset/images/202309626__0037.png,0
cls_dataset/images/202309626__0038.png,0
cls_dataset/images/202309626__0039.png,0
cls_dataset/images/202309626__0040.png,0
cls_dataset/images/202309626__0041.png,0
cls_dataset/images/202309626__0042.png,0
cls_dataset/images/202309626__0044.png,0
cls_dataset/images/202309626__0045.png,1
cls_dataset/images/202309626__0046.png,0
cls_dataset/images/202309626__0047.png,0
cls_dataset/images/202309626__0048.png,0
cls_dataset/images/202309626__0049.png,0
cls_dataset/images/202309626__0050.png,0
cls_dataset/images/202309626__0051.png,1
cls_dataset/images/202309626__0052.png,0
cls_dataset/images/202309626__0054.png,0
cls_dataset/images/202309626__0055.png,1
cls_dataset/images/202309626__0057.png,0
cls_dataset/images/202309626__0060.png,0
cls_dataset/images/202309626__0061.png,0
cls_dataset/images/202309626__0062.png,0
cls_dataset/images/202309626__0063.png,0
cls_dataset/images/202309626_2__0002.png,0
cls_dataset/images/202309626_2__0003.png,0
cls_dataset/images/202309626_2__0004.png,0
cls_dataset/images/202309626_2__0005.png,0
cls_dataset/images/202309626_2__0006.png,0
cls_dataset/images/202309626_2__0007.png,0
cls_dataset/images/202309626_2__0008.png,0
cls_dataset/images/202309626_2__0009.png,0
cls_dataset/images/202309626_2__0010.png,0
cls_dataset/images/202309626_2__0011.png,0
cls_dataset/images/202309626_2__0012.png,0
cls_dataset/images/202309626_2__0013.png,0
cls_dataset/images/202309626_2__0014.png,0
cls_dataset/images/202309626_2__0015.png,0
cls_dataset/images/202309626_2__0016.png,0
cls_dataset/images/202309626_2__0017.png,0
cls_dataset/images/202309626_2__0019.png,6
cls_dataset/images/202309626_2__0020.png,0
cls_dataset/images/202309626_2__0021.png,0
cls_dataset/images/202309626_2__0022.png,3
cls_dataset/images/202309626_2__0023.png,6
cls_dataset/images/202309626_2__0024.png,0
cls_dataset/images/202309626_2__0025.png,0
cls_dataset/images/202309626_2__0026.png,3
cls_dataset/images/202309626_2__0028.png,1
cls_dataset/images/202309626_2__0029.png,1
cls_dataset/images/202309626_2__0030.png,1
cls_dataset/images/202309626_2__0031.png,1
cls_dataset/images/202309626_2__0032.png,0
cls_dataset/images/202309626_2__0034.png,0
cls_dataset/images/202309626_2__0035.png,0
cls_dataset/images/202309626_2__0036.png,0
cls_dataset/images/202309626_3__0000.png,0
cls_dataset/images/202309626_3__0001.png,0
cls_dataset/images/202309626_3__0002.png,0
cls_dataset/images/202309626_3__0003.png,0
cls_dataset/images/202309626_3__0004.png,0
cls_dataset/images/202309626_3__0005.png,0
cls_dataset/images/202309626_3__0006.png,0
cls_dataset/images/202309626_3__0007.png,0
cls_dataset/images/202309626_3__0008.png,0
cls_dataset/images/202309626_3__0009.png,0
cls_dataset/images/202309626_3__0010.png,0
cls_dataset/images/202309626_3__0011.png,0
cls_dataset/images/202309626_3__0012.png,0
cls_dataset/images/202309626_3__0013.png,0
cls_dataset/images/202309626_3__0014.png,0
cls_dataset/images/202309626_3__0015.png,6
cls_dataset/images/202309626_3__0016.png,0
cls_dataset/images/202309626_3__0017.png,0
cls_dataset/images/202309626_3__0018.png,0
cls_dataset/images/202309626_3__0019.png,6
cls_dataset/images/202309626_3__0020.png,6
cls_dataset/images/202309626_3__0021.png,0
cls_dataset/images/202309626_3__0023.png,6
cls_dataset/images/202309626_3__0024.png,0
cls_dataset/images/202309626_3__0025.png,6
cls_dataset/images/202309626_3__0026.png,6
cls_dataset/images/202309626_3__0027.png,1
cls_dataset/images/202309626_3__0028.png,1
cls_dataset/images/202309626_3__0029.png,3
cls_dataset/images/202309626_3__0031.png,1
cls_dataset/images/202309626_3__0033.png,1
cls_dataset/images/202309626_3__0034.png,0
cls_dataset/images/202309626_3__0035.png,0
cls_dataset/images/202309626_3__0036.png,0
cls_dataset/images/202309626_3__0037.png,0
cls_dataset/images/202309626_3__0038.png,0
cls_dataset/images/202309626_4__0000.png,0
cls_dataset/images/202309626_4__0001.png,0
cls_dataset/images/202309626_4__0002.png,0
cls_dataset/images/202309626_4__0003.png,0
cls_dataset/images/202309626_4__0004.png,0
cls_dataset/images/202309626_4__0005.png,0
cls_dataset/images/202309626_4__0006.png,0
cls_dataset/images/202309626_4__0007.png,0
cls_dataset/images/202309626_4__0008.png,0
cls_dataset/images/202309626_4__0009.png,0
cls_dataset/images/202309626_4__0010.png,0
cls_dataset/images/202309626_4__0011.png,0
cls_dataset/images/202309626_4__0012.png,0
cls_dataset/images/202309626_4__0013.png,0
cls_dataset/images/202309626_4__0014.png,0
cls_dataset/images/202309626_4__0015.png,0
cls_dataset/images/202309626_4__0016.png,0
cls_dataset/images/202309626_4__0017.png,0
cls_dataset/images/202309626_4__0018.png,0
cls_dataset/images/202309626_4__0019.png,0
cls_dataset/images/202309626_4__0020.png,0
cls_dataset/images/202309626_4__0021.png,0
cls_dataset/images/202309626_4__0022.png,0
cls_dataset/images/202309626_4__0023.png,1
cls_dataset/images/202309626_4__0025.png,1
cls_dataset/images/202309626_4__0026.png,0
cls_dataset/images/202309626_4__0027.png,0
cls_dataset/images/202309626_4__0028.png,0
cls_dataset/images/202309626_4__0029.png,0
cls_dataset/images/202309626_4__0030.png,0
cls_dataset/images/202400453__0001.png,0
cls_dataset/images/202400453__0002.png,0
cls_dataset/images/202400453__0004.png,0
cls_dataset/images/202400453__0005.png,0
cls_dataset/images/202400453__0006.png,0
cls_dataset/images/202400453__0007.png,0
cls_dataset/images/202400453__0008.png,0
cls_dataset/images/202400453__0009.png,0
cls_dataset/images/202400453__0010.png,0
cls_dataset/images/202400453__0011.png,0
cls_dataset/images/202400453__0012.png,0
cls_dataset/images/202400453__0013.png,0
cls_dataset/images/202400453__0014.png,0
cls_dataset/images/202400453__0015.png,0
cls_dataset/images/202400453__0016.png,2
cls_dataset/images/202400453__0017.png,2
cls_dataset/images/202400453__0018.png,0
cls_dataset/images/202400453__0019.png,0
cls_dataset/images/202400453__0021.png,0
cls_dataset/images/202400453__0022.png,0
cls_dataset/images/202400453__0023.png,0
cls_dataset/images/202400453__0024.png,0
cls_dataset/images/202400453__0025.png,0
cls_dataset/images/202400453__0026.png,0
cls_dataset/images/202400453__0027.png,0
cls_dataset/images/202400453__0028.png,0
cls_dataset/images/202400453__0029.png,0
cls_dataset/images/202400453__0030.png,0
cls_dataset/images/202400453__0031.png,0
cls_dataset/images/202400453__0032.png,0
cls_dataset/images/202400453__0033.png,0
cls_dataset/images/202400453__0034.png,0
cls_dataset/images/202400453__0035.png,0
cls_dataset/images/202400453__0036.png,0
cls_dataset/images/202400453__0037.png,0
cls_dataset/images/202400453__0038.png,0
cls_dataset/images/202400453__0039.png,0
cls_dataset/images/202400453__0040.png,0
cls_dataset/images/202400453__0041.png,0
cls_dataset/images/202400453__0044.png,1
cls_dataset/images/202400453__0045.png,0
cls_dataset/images/202400453__0046.png,0
cls_dataset/images/202400453__0047.png,0
cls_dataset/images/202400453__0048.png,0
cls_dataset/images/202400453__0050.png,1
cls_dataset/images/202400453__0051.png,0
cls_dataset/images/202400453__0053.png,0
cls_dataset/images/202400453__0055.png,0
cls_dataset/images/202400453__0058.png,0
cls_dataset/images/202400453__0059.png,0
cls_dataset/images/202400453_2__0001.png,0
cls_dataset/images/202400453_2__0002.png,0
cls_dataset/images/202400453_2__0003.png,0
cls_dataset/images/202400453_2__0004.png,0
cls_dataset/images/202400453_2__0005.png,0
cls_dataset/images/202400453_2__0006.png,0
cls_dataset/images/202400453_2__0007.png,0
cls_dataset/images/202400453_2__0008.png,1
cls_dataset/images/202400453_2__0009.png,2
cls_dataset/images/202400453_2__0011.png,0
cls_dataset/images/202400453_2__0012.png,0
cls_dataset/images/202400453_2__0013.png,0
cls_dataset/images/202400453_2__0014.png,0
cls_dataset/images/202400453_2__0015.png,0
cls_dataset/images/202400453_2__0016.png,0
cls_dataset/images/202400453_2__0017.png,0
cls_dataset/images/202400453_2__0018.png,0
cls_dataset/images/202400453_2__0019.png,0
cls_dataset/images/202400453_2__0020.png,0
cls_dataset/images/202400453_2__0022.png,2
cls_dataset/images/202400453_2__0023.png,0
cls_dataset/images/202400453_2__0024.png,0
cls_dataset/images/202400453_2__0025.png,0
cls_dataset/images/202400453_2__0026.png,0
cls_dataset/images/202400453_2__0027.png,0
cls_dataset/images/202400453_2__0028.png,6
cls_dataset/images/202400453_2__0029.png,0
cls_dataset/images/202400453_2__0030.png,0
cls_dataset/images/202400453_2__0031.png,0
